"adjusted_rnx","alpha","beta","fixed_perp","id","k","laplacian","laplacian_celltype","method","name"
0.218812194036493,1.00E-30,"undefined",FALSE,"fx1howfw",1,0.678666666666667,0.000666666666666667,"fastctsne","crisp-sweep-17"
0.254004676018704,1.00E-30,"undefined",FALSE,"fx1howfw",2,0.626,0.000666666666666667,"fastctsne","crisp-sweep-17"
0.286572192513369,1.00E-30,"undefined",FALSE,"fx1howfw",3,0.589111111111111,0.000666666666666667,"fastctsne","crisp-sweep-17"
0.321603837572512,1.00E-30,"undefined",FALSE,"fx1howfw",5,0.5572,0.0008,"fastctsne","crisp-sweep-17"
0.359665940084954,1.00E-30,"undefined",FALSE,"fx1howfw",8,0.52925,0.000833333333333333,"fastctsne","crisp-sweep-17"
0.407658265191599,1.00E-30,"undefined",FALSE,"fx1howfw",14,0.505809523809524,0.000857142857142857,"fastctsne","crisp-sweep-17"
0.447081477553906,1.00E-30,"undefined",FALSE,"fx1howfw",23,0.494956521739131,0.000782608695652174,"fastctsne","crisp-sweep-17"
0.486240170940171,1.00E-30,"undefined",FALSE,"fx1howfw",39,0.488307692307692,0.000803418803418803,"fastctsne","crisp-sweep-17"
0.514238872796195,1.00E-30,"undefined",FALSE,"fx1howfw",65,0.485671794871795,0.00078974358974359,"fastctsne","crisp-sweep-17"
0.530380701180269,1.00E-30,"undefined",FALSE,"fx1howfw",110,0.483539393939394,0.000793939393939394,"fastctsne","crisp-sweep-17"
0.536760552333155,1.00E-30,"undefined",FALSE,"fx1howfw",185,0.48285045045045,0.00132972972972973,"fastctsne","crisp-sweep-17"
0.535580199954384,1.00E-30,"undefined",FALSE,"fx1howfw",313,0.482662406815761,0.00477316293929712,"fastctsne","crisp-sweep-17"
0.45642653110627,1.00E-30,"undefined",FALSE,"fx1howfw",527,0.480848829854522,0.065652118912081,"fastctsne","crisp-sweep-17"
0.381643956800482,1.00E-30,"undefined",FALSE,"fx1howfw",889,0.48034945631796,0.438769403824522,"fastctsne","crisp-sweep-17"
0,1.00E-30,"undefined",FALSE,"fx1howfw",1499,0.48032021347565,0.66711140760507,"fastctsne","crisp-sweep-17"
0.203468624833111,1.00E-20,"undefined",FALSE,"npwevu40",1,0.660666666666667,0,"fastctsne","upbeat-sweep-16"
0.237315742596304,1.00E-20,"undefined",FALSE,"npwevu40",2,0.621,0,"fastctsne","upbeat-sweep-16"
0.270762774806892,1.00E-20,"undefined",FALSE,"npwevu40",3,0.590888888888889,0,"fastctsne","upbeat-sweep-16"
0.319597144132084,1.00E-20,"undefined",FALSE,"npwevu40",5,0.556133333333333,0,"fastctsne","upbeat-sweep-16"
0.356733623966018,1.00E-20,"undefined",FALSE,"npwevu40",8,0.527083333333333,0,"fastctsne","upbeat-sweep-16"
0.407946673080006,1.00E-20,"undefined",FALSE,"npwevu40",14,0.505285714285714,0,"fastctsne","upbeat-sweep-16"
0.45023125564589,1.00E-20,"undefined",FALSE,"npwevu40",23,0.494086956521739,0,"fastctsne","upbeat-sweep-16"
0.486117316473481,1.00E-20,"undefined",FALSE,"npwevu40",39,0.487350427350427,0,"fastctsne","upbeat-sweep-16"
0.514174544934378,1.00E-20,"undefined",FALSE,"npwevu40",65,0.483579487179487,5.12820512820513E-05,"fastctsne","upbeat-sweep-16"
0.529778968955211,1.00E-20,"undefined",FALSE,"npwevu40",110,0.481654545454545,0.000393939393939394,"fastctsne","upbeat-sweep-16"
0.538931139358537,1.00E-20,"undefined",FALSE,"npwevu40",185,0.481830630630631,0.00190630630630631,"fastctsne","upbeat-sweep-16"
0.552510433222527,1.00E-20,"undefined",FALSE,"npwevu40",313,0.48175505857295,0.00881789137380192,"fastctsne","upbeat-sweep-16"
0.469856479854653,1.00E-20,"undefined",FALSE,"npwevu40",527,0.480661606578115,0.0721391524351676,"fastctsne","upbeat-sweep-16"
0.371355590797052,1.00E-20,"undefined",FALSE,"npwevu40",889,0.480855643044619,0.438701912260967,"fastctsne","upbeat-sweep-16"
0,1.00E-20,"undefined",FALSE,"npwevu40",1499,0.48032021347565,0.66711140760507,"fastctsne","upbeat-sweep-16"
0.294195816644415,1.00E-30,"undefined",TRUE,"oumrdmjy",1,0.758666666666667,0.000666666666666667,"fastctsne","distinctive-sweep-16"
